specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
1722,MCZ,mcz,,mamm,25811,25811,Cebus,cebus,apella,apella
1723,MCZ,mcz,,mamm,27097,27097,Cebus,cebus,apella,apella
1724,MCZ,mcz,,mamm,27098,27098,Cebus,cebus,apella,apella
1725,MCZ,mcz,,mamm,27891,27891,Cebus,cebus,apella,apella
1726,MCZ,mcz,,mamm,28679,28679,Cebus,cebus,apella,apella
1727,MCZ,mcz,,mamm,30724,30724,Cebus,cebus,apella,apella
1728,MCZ,mcz,,mamm,30726,30726,Cebus,cebus,apella,apella
1729,MCZ,mcz,,mamm,31062,31062,Cebus,cebus,apella,apella
1730,MCZ,mcz,,mamm,31063,31063,Cebus,cebus,apella,apella
1731,MCZ,mcz,,mamm,31064,31064,Cebus,cebus,apella,apella
1732,MCZ,mcz,,mamm,31066,31066,Cebus,cebus,apella,apella
1733,MCZ,mcz,,mamm,31072,31072,Cebus,cebus,apella,apella
1735,MCZ,mcz,,mamm,37831,37831,Cebus,cebus,apella,apella
1736,MCZ,mcz,,mamm,37833,37833,Cebus,cebus,apella,apella
1737,MCZ,mcz,,mamm,41090,41090,Cebus,cebus,apella,apella
1738,MCZ,mcz,,mamm,49635,49635,Cebus,cebus,apella,apella
1741,UF,uf,,uf,60323,60323,Calippus,calippus,cerasinus,cerasinus
1742,UF,uf,,uf,53577,53577,Calippus,calippus,elachistus,elachistus
1744,UF,uf,,mammals,6597,6597,Parahippus,dasypus,leonensis,novemcinctus
1745,UF,uf,,uf,270648,270648,Parahippus,parahippus,barbouri,leonensis
1746,UF,uf,FGS,uf/fgs,11166,11166,Archaeohippus,archaeohippus,blackbergi,blackbergi
1747,UF,uf,,uf,252687,252687,Sifrhippus,hyracotherium,sandrae,sandrae
1748,UF,uf,,mammals,22614,22614,Nannippus,leopardus,peninsulatus,pardalis
1749,UF,uf,,uf,124196,124196,Dinohippus,dinohippus,mexicanus,interpolatus
1750,UF,uf,,uf,208601,208601,Neohipparion,neohipparion,eurystyle,eurystyle
1751,UF,uf,TRO,uf/tro,2149,2149,Equus,equus,ferus,ferus
1752,UF,uf,,uf,62299,62299,Neohipparion,neohipparion,trampasense,trampasense
1753,UF,uf,TRO,uf/tro,32072,32072,Equus (plesippus),equus,simplicidens,semiplicatus
1754,UF,uf,,uf,137889,137889,Mesohippus,mesohippus,bairdi,bairdi
1755,UF,uf,,uf,302417,302417,Nannippus,nannippus,aztecus,aztecus
1808,USNM,usnm,,paleobiology,504077,pal504077,Globicephala,,macrorhynchus,
1813,USNM,usnm,,paleobiology,504985,pal504985,Kogia,,breviceps,
1825,USNM,usnm,,paleobiology,504983,pal504983,Kogia,,breviceps,
1827,USNM,usnm,,paleobiology,504750,pal504750,Steno,,bredanensis,
1828,USNM,usnm,,paleobiology,504022,pal504022,Stenella,,attenuata,
1836,UF,uf,,mammals,2210,2210,Eunectes,peromyscus,murinus,polionotus
1838,UF,uf,IGM,uf/igm,1,1,Titanoboa,titanoboa,cerrejonensis,cerrejonensis
1839,UF,uf,IGM,uf/igm,5,5,Titanoboa,titanoboa,cerrejonensis,cerrejonensis
1840,UF,uf,IGM,uf/igm,4,4,Titanoboa,titanoboa,cerrejonensis,cerrejonensis
1841,UF,uf,IGM,uf/igm,2,2,Titanoboa,titanoboa,cerrejonensis,cerrejonensis
1858,UCMP,ucmp,,v,159909,159909,Didelphodon,didelphodon,vorax,vorax
1859,USNM,usnm,V,paleobiology,21815,v21815,Smilodectes,smilodectes,gracilis,gracilis
1927,UF,uf,,uf,326533,326533,Teilhardina,teilhardina,brandti,brandti
1930,UF,uf,,uf,327040,327040,Cantius,cantius,ralstoni,ralstoni
1934,UF,uf,,uf,326538,326538,Teilhardina,teilhardina,brandti,brandti
1935,UF,uf,,uf,327039,327039,Cantius,cantius,ralstoni,ralstoni
1967,UF,uf,,uf,283491,283491,Plagioctenoides,plagioctenoides,microlestes,microlestes
1968,UF,uf,,uf,86975,86975,Mammuthus,mammuthus,cf. M. hayi,columbi
1969,UF,uf,,uf,262297,262297,Texomys,texomys,sp. ,
1970,UF,uf,,uf,262316,262316,Texomys,texomys,stewarti,stewarti
1971,UF,uf,,uf,280314,280314,Texomys,texomys,sp. ,
1972,UF,uf,,uf,280311,280311,Texomys,texomys,sp. ,
1973,UF,uf,,uf,262311,262311,Texomys,texomys,stewarti,stewarti
1974,UF,uf,,uf,275281,275281,Texomys,texomys,sp. ,
1975,UF,uf,,uf,262309,262309,Texomys,texomys,stewarti,stewarti
2021,UF,uf,,uf,246280,246280,Teilhardina,teilhardina,americana,americana
2050,AMNH,amnh,M,mammals,33875,m-33875,Saimiri,saimiri,sciureus,sciureus
2051,AMNH,amnh,M,mammals,72068,m-72068,Saimiri,saimiri,sciureus,sciureus
2052,AMNH,amnh,M,mammals,72070,m-72070,Saimiri,saimiri,sciureus,sciureus
2053,AMNH,amnh,M,mammals,72074,m-72074,Saimiri,saimiri,sciureus,sciureus
2054,AMNH,amnh,M,mammals,72078,m-72078,Saimiri,saimiri,sciureus,sciureus
2055,AMNH,amnh,M,mammals,72079,m-72079,Saimiri,saimiri,sciureus,sciureus
2057,AMNH,amnh,M,mammals,73429,m-73429,Saimiri,saimiri,sciureus,sciureus
2059,AMNH,amnh,M,mammals,73713,m-73713,Saimiri,saimiri,sciureus,sciureus
2060,AMNH,amnh,,mammals,12252,m-12252,Ischyromys,peromyscus,typus,leucopus
2062,AMNH,amnh,M,mammals,80811,m-80811,Otolemur,galago,crassicaudatus,crassicaudatus
2063,AMNH,amnh,M,mammals,88060,m-88060,Otolemur,galago,crassicaudatus,crassicaudatus
2064,AMNH,amnh,M,mammals,109226,m-109226,Tarsius,tarsius,spectrum,tarsier
2065,AMNH,amnh,M,mammals,152915,m-152915,Tarsius,tarsius,spectrum,tarsier
2066,AMNH,amnh,M,mammals,88061,m-88061,Otolemur,galago,crassicaudatus,crassicaudatus
2067,AMNH,amnh,M,mammals,88062,m-88062,Otolemur,galago,crassicaudatus,crassicaudatus
2068,AMNH,amnh,M,mammals,88064,m-88064,Otolemur,galago,crassicaudatus,crassicaudatus
2069,AMNH,amnh,M,mammals,98263,m-98263,Saimiri,saimiri,sciureus,sciureus
2070,AMNH,amnh,M,mammals,98268,m-98268,Saimiri,saimiri,sciureus,sciureus
2071,AMNH,amnh,M,mammals,116244,m-116244,Otolemur,galago,crassicaudatus,crassicaudatus
2072,AMNH,amnh,M,mammals,116247,m-116247,Otolemur,galago,crassicaudatus,crassicaudatus
2073,AMNH,amnh,M,mammals,116249,m-116249,Otolemur,galago,crassicaudatus,crassicaudatus
2074,USNM,usnm,,paleobiology,311305,pal311305,Tupaia,conradella,glis,dyeri
2075,USNM,usnm,,paleobiology,320689,pal320689,Tupaia,apocynophyllum,belangeri,texensis
2076,USNM,usnm,,paleobiology,481103,pal481103,Ptilocercus,tyrannosaurus,lowii,rex
2077,USNM,usnm,,paleobiology,481107,pal481107,Ptilocercus,genus,lowii,sp
2079,USNM,usnm,,paleobiology,481108,pal481108,Ptilocercus,genus,lowii,sp
2197,USNM,usnm,,paleobiology,320655,pal320655,Tupaia,coussapoa,belangeri,pliocenica
2198,USNM,usnm,,paleobiology,311311,pal311311,Tupaia,cyrtolites,glis,ornatus
2199,USNM,usnm,,paleobiology,320666,pal320666,Tupaia,pithecolobium,belangeri,palcanum
2200,USNM,usnm,,paleobiology,320680,pal320680,Tupaia,osteomeles,belangeri,kozlowskiana
2201,USNM,usnm,,paleobiology,320690,pal320690,Tupaia,oreopanax,belangeri,mississippiensis
2204,UF,uf,,uf,246304,246304,Teilhardina,teilhardina,brandti,brandti
2205,UF,uf,,uf,246276,246276,Teilhardina,teilhardina,brandti,
2206,UF,uf,,uf,246278,246278,Teilhardina,teilhardina,brandti,brandti
2207,UF,uf,,uf,246268,246268,Teilhardina,teilhardina,brandti,brandti
2208,UF,uf,,uf,246321,246321,Teilhardina,teilhardina,brandti,brandti
2209,UF,uf,,uf,246275,246275,Teilhardina,teilhardina,brandti,brandti
2210,UF,uf,,uf,246284,246284,Teilhardina,teilhardina,brandti,
2211,UF,uf,,uf,246320,246320,Teilhardina,teilhardina,brandti,brandti
2212,UF,uf,,uf,246301,246301,Teilhardina,teilhardina,brandti,brandti
2213,UF,uf,,uf,246270,246270,Teilhardina,teilhardina,americana,americana
2214,UF,uf,,uf,246317,246317,Teilhardina,teilhardina,brandti,
2215,UF,uf,,uf,246308,246308,Teilhardina,teilhardina,brandti,brandti
2216,UF,uf,,uf,246230,246230,Teilhardina,teilhardina,brandti,brandti
2217,UF,uf,,uf,246283,246283,Teilhardina,teilhardina,brandti,brandti
2218,UF,uf,,uf,246323,246323,Teilhardina,teilhardina,americana,americana
2219,UF,uf,,uf,246252,246252,Teilhardina,teilhardina,brandti,brandti
2220,UF,uf,,uf,246241,246241,Cantius,cantius,ralstoni,ralstoni
2221,UF,uf,,uf,246277,246277,Cantius,cantius,ralstoni,
2222,UF,uf,,uf,246243,246243,Cantius,cantius,ralstoni,ralstoni
2223,UF,uf,,uf,246328,246328,Cantius,cantius,torresi,
2224,UF,uf,,uf,246309,246309,Teilhardina,teilhardina,brandti,
2225,UF,uf,,uf,246315,246315,Teilhardina,teilhardina,brandti,brandti
2226,UF,uf,,uf,246324,246324,Teilhardina,teilhardina,americana,americana
2227,UF,uf,,uf,246253,246253,Teilhardina,teilhardina,brandti,brandti
2228,UF,uf,,uf,246310,246310,Teilhardina,teilhardina,brandti,brandti
2229,UF,uf,,uf,246319,246319,Teilhardina,teilhardina,brandti,brandti
2230,UF,uf,,uf,246302,246302,Teilhardina,teilhardina,brandti,brandti
2231,UF,uf,,uf,246290,246290,Teilhardina,teilhardina,brandti,brandti
2232,UF,uf,,uf,246300,246300,Teilhardina,teilhardina,brandti,brandti
2233,UF,uf,,uf,246286,246286,Teilhardina,teilhardina,brandti,brandti
2234,UF,uf,,uf,246287,246287,Teilhardina,teilhardina,brandti,brandti
2235,UF,uf,,uf,246298,246298,Teilhardina,teilhardina,brandti,brandti
2236,UF,uf,,uf,246316,246316,Teilhardina,teilhardina,brandti,brandti
2237,UF,uf,,uf,246318,246318,Teilhardina,teilhardina,brandti,brandti
2238,UF,uf,,uf,246247,246247,Teilhardina,teilhardina,brandti,brandti
2239,UF,uf,,uf,246271,246271,Teilhardina,teilhardina,americana,americana
2240,UF,uf,,uf,246299,246299,Teilhardina,teilhardina,brandti,brandti
2241,UF,uf,,uf,246326,246326,Teilhardina,teilhardina,americana,americana
2242,UF,uf,,uf,246264,246264,Teilhardina,teilhardina,brandti,brandti
2243,UF,uf,,uf,246292,246292,Teilhardina,teilhardina,brandti,brandti
2244,UF,uf,,uf,246303,246303,Teilhardina,teilhardina,brandti,brandti
2245,UF,uf,,uf,246311,246311,Teilhardina,teilhardina,brandti,brandti
2246,UF,uf,,uf,246265,246265,Teilhardina,teilhardina,brandti,brandti
2247,UF,uf,,uf,246285,246285,Teilhardina,teilhardina,brandti,brandti
2248,UF,uf,,uf,246261,246261,Teilhardina,teilhardina,brandti,brandti
2249,UF,uf,,uf,246263,246263,Teilhardina,teilhardina,brandti,brandti
2250,UF,uf,,uf,246237,246237,Teilhardina,teilhardina,americana,americana
2251,UF,uf,,uf,246266,246266,Teilhardina,teilhardina,brandti,brandti
2253,AMNH,amnh,M,mammals,95041,m-95041,Ateles,ateles,belzebuth,marginatus
2280,AMNH,amnh,M,mammals,95040,m-95040,Ateles,alouatta,marginatus,belzebul
2281,AMNH,amnh,M,mammals,95038,m-95038,Ateles,ateles,belzebuth,marginatus
2282,AMNH,amnh,M,mammals,95039,m-95039,Ateles,ateles,belzebuth,marginatus
2283,AMNH,amnh,M,mammals,95042,m-95042,Ateles,alouatta,belzebuth,belzebul
2284,AMNH,amnh,M,mammals,86709,m-86709,Procolobus,procolobus,badius,badius
2296,USNM,usnm,M,paleobiology,142215,pal142215,Nasalis,coledium,larvatus,obesum
2297,USNM,usnm,M,mammals,151822,151822,Presbytis,presbytis,frontata,frontata
2298,USNM,usnm,M,mammals,236976,236976,Papio,papio,anubis,anubis
2299,USNM,usnm,M,mammals,344989,344989,Macaca,macaca,fascicularis,fascicularis
2302,USNM,usnm,M,paleobiology,356756,pal356756,Pygathrix,urotheca,nemaeus,flagellum
2303,USNM,usnm,M,paleobiology,384223,pal384223,Papio,thambetochen,anubis,sp
2305,USNM,usnm,M,paleobiology,384228,pal384228,Papio,thambetochen,anubis,sp
2306,USNM,usnm,M,paleobiology,397648,pal397648,Miopithecus,genus,ogouensis,sp
2307,USNM,usnm,M,paleobiology,425422,pal425422,Cercopithecus,rubroceras,albogularis,alatum
2309,USNM,usnm,M,paleobiology,425424,pal425424,Cercopithecus,rubroceras,albogularis,alatum
2310,USNM,usnm,M,paleobiology,425426,pal425426,Cercopithecus,rubroceras,albogularis,burroense
2311,USNM,usnm,M,paleobiology,425427,pal425427,Cercopithecus,rubroceras,albogularis,burroense
2312,USNM,usnm,M,paleobiology,452509,pal452509,Papio,isurus,cynocephalus,hastalis
2313,USNM,usnm,M,paleobiology,469905,pal469905,Chlorocebus,spiroloculina,pygerythrus,hadai
2314,USNM,usnm,M,mammals,477295,477295,Cercopithecus,cercopithecus,diana,diana
2315,USNM,usnm,M,mammals,498698,498698,Cercopithecus,cercopithecus,sp.,dryas
2321,USNM,usnm,V,paleobiology,13251,v13251,Smilodectes,smilodectes,gracilis,gracilis
2381,AMNH,amnh,,mammals,12506,m-12506,Paramys,reithrodontomys,delicatus,fulvescens
2383,UF,uf,VP,uf,284219,284219,Macrocranion,macrocranion,junnei,junnei
2421,AMNH,amnh,M,mammals,172740,m-172740,Balantiopteryx,balantiopteryx,io,io
2463,UF,uf,,uf,280129,280129,Panamacebus,panamacebus,transitus,transitus
2482,UF,uf,,uf,267048,267048,Panamacebus,panamacebus,transitus,transitus
2483,UF,uf,,uf,280130,280130,Panamacebus,panamacebus,transitus,transitus
2484,UF,uf,,uf,280127,280127,Panamacebus,panamacebus,transitus,transitus
2485,UF,uf,,uf,280131,280131,Panamacebus,panamacebus,transitus,transitus
2486,UF,uf,,uf,280128,280128,Panamacebus,panamacebus,transitus,transitus
2487,UF,uf,,uf,281001,281001,Panamacebus,panamacebus,transitus,transitus
2506,AMNH,amnh,M,mammals,52210,m-52210,Colobus,colobus,guereza,guereza
2513,UF,uf,Mammals,mammals,2699 ,2699,Podomys,podomys,floridanus,floridanus
2517,UCMP,ucmp,,v,212800,212800,Macrocranion,macrocranion,junnei,
2518,UCMP,ucmp,,v,223723,223723,Macrocranion,macrocranion,junnei,junnei
2521,USNM,usnm,V,paleobiology,13238,v13238,Notharctus,notharctus,robustior,robustior
2556,USNM,usnm,,paleobiology,291236,pal291236,Cebus,sphyraena,capucinus,barracuda
2557,UCMP,ucmp,,v,214818,214818,Macrocranion,macrocranion,junnei,junnei
2558,UCMP,ucmp,,v,223725,223725,Colpocherus,colpocherus,sp.,
2559,UCMP,ucmp,,v,212747,212747,Macrocranion,macrocranion,junnei,
2560,UCMP,ucmp,,v,212719,212719,Macrocranion,,junnei,
2561,UCMP,ucmp,,v,223719,223719,Macrocranion,macrocranion,junnei,junnei
2562,UCMP,ucmp,,v,214909,214909,Macrocranion,macrocranion,junnei,junnei
2573,UF,uf,,uf,295445,295445,Plagioctenoides,plagioctenoides,sp.,
2574,UF,uf,,uf,295452,295452,Plagioctenoides,plagioctenoides,sp.,
2575,UF,uf,,uf,283490,283490,Plagioctenoides,plagioctenoides,sp.,microlestes
2576,UF,uf,,uf,283359,283359,Plagioctenoides,plagioctenoides,sp.,tombowni
2577,UF,uf,,uf,295443,295443,Plagioctenoides,plagioctenoides,sp.,
2578,UF,uf,,uf,283443,283443,Plagioctenoides,plagioctenoides,sp.,microlestes
2579,UF,uf,,uf,283358,283358,Plagioctenoides,plagioctenoides,sp.,tombowni
2580,UF,uf,,uf,283446,283446,Plagioctenoides,plagioctenoides,sp.,microlestes
2581,UF,uf,,uf,283442,283442,Plagioctenoides,plagioctenoides,sp.,microlestes
2582,UF,uf,,uf,293443,293443,Plagioctenoides,,sp.,
2583,UF,uf,,uf,283444,283444,Plagioctenoides,plagioctenoides,sp.,microlestes
2678,UCMP,ucmp,,v,223724,223724,Macrocranion,macrocranion,junnei,junnei
2679,UCMP,ucmp,,v,214721,214721,Macrocranion,macrocranion,junnei,junnei
2680,UCMP,ucmp,,v,214823,214823,Niptomomys,macrocranion,doreenae,junnei
2681,UCMP,ucmp,,v,214919,214919,Macrocranion,macrocranion,junnei,junnei
2682,UCMP,ucmp,,v,223720,223720,Macrocranion,macrocranion,junnei,junnei
2683,UF,uf,,uf,283355,283355,Plagioctenoides,plagioctenoides,sp.,microlestes
2684,UF,uf,,uf,283702,283702,Plagioctenoides,plagioctenoides,sp.,microlestes
2685,UF,uf,,uf,283725,283725,Plagioctenoides,plagioctenoides,sp.,tombowni
2686,UF,uf,,uf,283731,283731,Plagioctenoides,plagioctenoides,sp.,microlestes
2687,UF,uf,,uf,284008,284008,Plagioctenoides,plagioctenoides,sp.,tombowni
2688,UF,uf,VP,uf,283733,283733,Plagioctenoides,plagioctenoides,sp.,microlestes
2691,UF,uf,VP,uf,283324,283324,Colpocherus,macrocranion,sp.,junnei
2692,UF,uf,VP,uf,283317,283317,Macrocranion,macrocranion,junnei,junnei
2693,UF,uf,VP,uf,283325,283325,Macrocranion,macrocranion,junnei,junnei
2694,UF,uf,,uf,283322,283322,Macrocranion,macrocranion,junnei,junnei
2695,UF,uf,VP,uf,283319,283319,Macrocranion,macrocranion,junnei,junnei
2697,UCMP,ucmp,,v,223726,223726,Colpocherus,colpocherus,sp.,
2698,UCMP,ucmp,,v,223729,223729,Macrocranion,macrocranion,junnei,junnei
2699,UCMP,ucmp,,v,223728,223728,Macrocranion,colpocherus,junnei,
2700,UCMP,ucmp,,v,223721,223721,Macrocranion,macrocranion,junnei,junnei
2701,UCMP,ucmp,,v,223722,223722,Macrocranion,macrocranion,junnei,junnei
2702,UCMP,ucmp,,v,223727,223727,Macrocranion,colpocherus,junnei,
2703,UCMP,ucmp,,v,212662,212662,Colpocherus,plagioctenodon,sp.,savagei
2704,UCMP,ucmp,,v,214918,214918,Macrocranion,macrocranion,junnei,junnei
2717,UF,uf,VP,uf,284229,284229,Macrocranion,macrocranion,junnei,junnei
2719,UF,uf,VP,uf,283342,283342,Macrocranion,macrocranion,junnei,junnei
2723,AMNH,amnh,,mammals,113745,m-113745,Panthera,panthera,pardus,pardus
2724,UF,uf,,uf,283339,283339,Macrocranion,macrocranion,junnei,junnei
2725,UF,uf,VP,uf,283337,283337,Macrocranion,macrocranion,junnei,junnei
2726,UF,uf,VP,uf,283340,283340,Macrocranion,macrocranion,junnei,junnei
2727,AMNH,amnh,,mammals,34408,m-34408,Ursus,ursus,arctos,arctos
2728,UF,uf,,uf,284208,284208,Macrocranion,macrocranion,junnei,junnei
2729,UF,uf,VP,uf,284207,284207,Macrocranion,macrocranion,junnei,junnei
2730,UF,uf,VP,uf,284239,284239,Macrocranion,macrocranion,junnei,junnei
2732,UF,uf,VP,uf,284228,284228,Macrocranion,macrocranion,junnei,junnei
2733,UF,uf,VP,uf,284221,284221,Macrocranion,macrocranion,junnei,junnei
2734,UF,uf,,uf,295431,295431,Macrocranion,macrocranion,junnei,junnei
2735,UF,uf,,uf,284223,284223,Macrocranion,macrocranion,junnei,junnei
2736,UF,uf,VP,uf,283333,283333,Macrocranion,macrocranion,junnei,junnei
2737,UF,uf,VP,uf,295430,295430,Macrocranion,macrocranion,junnei,junnei
2738,UF,uf,,uf,283347,283347,Macrocranion,macrocranion,junnei,junnei
2739,UF,uf,VP,uf,283350,283350,Macrocranion,macrocranion,junnei,junnei
2740,UF,uf,VP,uf,284204,284204,Macrocranion,macrocranion,junnei,junnei
2741,UF,uf,VP,uf,284206,284206,Macrocranion,macrocranion,junnei,junnei
2742,UF,uf,VP,uf,283309,283309,Macrocranion,macrocranion,junnei,junnei
2743,AMNH,amnh,M,mammals,27717,m-27717,Cercopithecus,cercopithecus,albogularis,albogularis
2761,AMNH,amnh,,mammals,35486,m-35486,Pronothodectes,,matthewi,
2762,AMNH,amnh,,mammals,35467,m-35467,Pronothodectes,canis,matthewi,lupus
2763,AMNH,amnh,,mammals,43231,m-43231,Pronothodectes,callosciurus,matthewi,erythraeus
2826,UCMP,ucmp,v,v,111912,111912,Nannodectes,pronothodectes,simpsoni,simpsoni
2828,UCMP,ucmp,v,v,72098,72098,Nannodectes,smilodon,simpsoni,floridanus
2829,UCMP,ucmp,v,v,74158,74158,Nannodectes,copemys,gazini,longidens
2830,UCMP,ucmp,v,v,72095,72095,Nannodectes,entoptychus,gazini,
2831,UCMP,ucmp,v,v,20754,20754,Nannodectes,,simpsoni,
2832,UCMP,ucmp,v,v,20774,20774,Nannodectes,,simpsoni,
2854,UF,uf,VP,uf,284214,284214,Macrocranion,macrocranion,junnei,junnei
2855,UF,uf,VP,uf,284212,284212,Macrocranion,macrocranion,junnei,junnei
2856,UF,uf,VP,uf,284210,284210,Macrocranion,macrocranion,junnei,junnei
2857,UF,uf,,uf,283311,283311,Macrocranion,macrocranion,junnei,junnei
2858,UF,uf,,uf,283332,283332,Macrocranion,macrocranion,junnei,junnei
2859,UF,uf,,uf,283330,283330,Macrocranion,macrocranion,junnei,junnei
2860,UF,uf,VP,uf,283308,283308,Macrocranion,macrocranion,junnei,junnei
2861,UF,uf,,uf,283336,283336,Macrocranion,macrocranion,junnei,junnei
2862,UF,uf,VP,uf,284215,284215,Macrocranion,macrocranion,junnei,junnei
2863,UF,uf,,uf,283314,283314,Macrocranion,macrocranion,junnei,junnei
2865,UF,uf,,uf,295477,295477,Erinaceomorpha,macrocranion,indet.,junnei
2866,UF,uf,,uf,295478,295478,Erinaceomorpha,macrocranion,indet.,junnei
2876,UF,uf,VP,uf,284242,284242,Colpocherus,macrocranion,sp.,junnei
2877,UF,uf,VP,uf,284220,284220,Colpocherus,macrocranion,sp.,junnei
2878,UF,uf,VP,uf,284224,284224,Colpocherus,macrocranion,sp.,junnei
2880,UF,uf,VP,uf,283315,283315,Colpocherus,macrocranion,sp.,junnei
2885,USNM,usnm,V,paleobiology,544109,pal544109,Notharctus,notharctus,sp.,sp
2886,USNM,usnm,V,paleobiology,244365,pal244365,Notharctus,notharctus,sp.,sp
2966,AMNH,amnh,,mammals,22233,m-22233,Carpolestes,microtus,nigridens,oeconomus
2981,USNM,usnm,,paleobiology,194342,pal194342,Lagothrix,marpolia,lagotricha,spissa
2984,AMNH,amnh,M,mammals,272177,m-272177,Rhinolophus,rhinolophus,affinis,affinis
3004,USNM,usnm,,mammals,269839,269839,Lagothrix,lagothrix,lagotricha,lagothricha
3005,USNM,usnm,,paleobiology,398640,pal398640,Lagothrix,genus,lagotricha,sp
3006,USNM,usnm,,paleobiology,461930,pal461930,Lagothrix,conulus,lagotricha,subrotundus
3034,UF,uf,VP,uf,295375,295375,Colpocherus,,sp.,
3035,UF,uf,VP,uf,253591,253591,Colpocherus,macrocranion,sp.,junnei
3037,UF,uf,,uf,295702,295702,Ectypodus,ectypodus,tardus,tardus
3038,UF,uf,VP,uf,295707,295707,Ectypodus,ectypodus,tardus,tardus
3039,UF,uf,VP,uf,295720,295720,Ectypodus,ectypodus,tardus,tardus
3041,UF,uf,VP,uf,284977,284977,Erinaceomorpha,,indet.,
3042,UF,uf,VP,uf,283182,283182,Herpetotherium,peradectes,innominatum,protinnominatus
3064,USNM,usnm,,paleobiology,461931,pal461931,Lagothrix,conulus,lagotricha,subrotundus
3074,UF,uf,VP,uf,283179,283179,Herpetotherium,peradectes,innominatum,protinnominatus
3075,UF,uf,,uf,295500,295500,Herpetotherium,peradectes,innominatum,protinnominatus
3076,UF,uf,VP,uf,283718,283718,Macrocranion,macrocranion,junnei,junnei
3077,UF,uf,VP,uf,283717,283717,Macrocranion,macrocranion,junnei,junnei
3078,UF,uf,VP,uf,283732,283732,Macrocranion,macrocranion,junnei,junnei
3079,UF,uf,VP,uf,283696,283696,Macrocranion,macrocranion,junnei,junnei
3080,UF,uf,VP,uf,296377,296377,Macrocranion,,junnei,
3081,UF,uf,VP,uf,283996,283996,Macrocranion,macrocranion,junnei,junnei
3082,UF,uf,VP,uf,296526,296526,Macrocranion,,junnei,
3083,UF,uf,VP,uf,296524,296524,Macrocranion,,junnei,
3084,UF,uf,VP,uf,253016,253016,Mimoperadectes,mimoperadectes,labrus,labrus
3085,UF,uf,VP,uf,252056,252056,Mimoperadectes,mimoperadectes,labrus,labrus
3086,UF,uf,VP,uf,252914,252914,Mimoperadectes,mimoperadectes,labrus,labrus
3087,UF,uf,VP,uf,253842,253842,Mimoperadectes,peradectes,labrus,protinnominatus
3108,AMNH,amnh,M,mammals,52209,m-52209,Colobus,colobus,guereza,guereza
3118,USNM,usnm,,paleobiology,545880,pal545880,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3119,USNM,usnm,,paleobiology,545881,pal545881,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3120,USNM,usnm,,paleobiology,545882,pal545882,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3121,USNM,usnm,,paleobiology,545883,pal545883,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3122,USNM,usnm,,paleobiology,545884,pal545884,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3123,USNM,usnm,,paleobiology,545886,pal545886,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3124,USNM,usnm,,paleobiology,545888,pal545888,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3125,USNM,usnm,,paleobiology,545889,pal545889,Lagothrix,dyscritellopsis,lagotricha,thaynesianus
3126,UF,uf,VP,uf,252169,252169,Mimoperadectes,mimoperadectes,labrus,labrus
3127,UF,uf,VP,uf,251318,251318,Mimoperadectes,mimoperadectes,labrus,labrus
3128,UF,uf,VP,uf,296425,296425,Mimoperadectes,mimoperadectes,labrus,labrus
3129,UF,uf,VP,uf,296424,296424,Mimoperadectes,mimoperadectes,labrus,labrus
3130,UF,uf,VP,uf,296528,296528,Herpetotherium,plagioctenodon,innominatum,krausae
3131,UF,uf,VP,uf,252701,252701,Nyctitheriidae,plagioctenodon,indet.,
3132,UF,uf,VP,uf,283187,283187,Peradectes,peradectes,protinnominatus,protinnominatus
3133,UF,uf,VP,uf,283189,283189,Peradectes,peradectes,protinnominatus,protinnominatus
3134,UF,uf,VP,uf,283478,283478,Peradectes,peradectes,protinnominatus,protinnominatus
3135,UF,uf,VP,uf,295496,295496,Herpetotherium,peradectes,innominatum,protinnominatus
3156,USNM,usnm,,paleobiology,377271,pal377271,Perodicticus,cibicides,potto,bantamensis
3159,USNM,usnm,,paleobiology,439101,pal439101,Perodicticus,genus,potto,sp
3162,USNM,usnm,,paleobiology,439102,pal439102,Perodicticus,genus,potto,sp
3163,USNM,usnm,,paleobiology,439103,pal439103,Perodicticus,genus,potto,sp
3164,USNM,usnm,,paleobiology,439104,pal439104,Perodicticus,genus,potto,sp
3165,USNM,usnm,,mammals,450050,450050,Perodicticus,perodicticus,potto,potto
3166,USNM,usnm,,mammals,450051,450051,Perodicticus,perodicticus,potto,potto
3183,AMNH,amnh,M,mammals,52467,m-52467,Allenopithecus,allenopithecus,nigroviridis,nigroviridis
3327,USNM,usnm,,mammals,450058,450058,Perodicticus,perodicticus,potto,potto
