media,downloaded file name,public url,doi,file type,file size,title,notes,specimen,specimen taxonomy,insitution,description/element,side,locality,relative age,absolute age,description/element updated,facility,scanner type,x res,y res,z res,voltage,amperage,watts,projections,frame averaging,wedge,shading correction,flux normalization,geometric callibration,calibration description,technicians,date uploaded,time uploaded,grant support,copyright holder,copyright license,citation instruction statement (to be copy-pasted into acknolwedgements)
M17260-32233,ansp-fish-103210_M17260-32233.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17260,,,1.02 GB,Sphoeroides pachygaster (diamond) - images/ tomogram stack/ log data,,ansp-fish-103210,Sphoeroides pachygaster,Academy of Natural Sciences of Drexel University,,,gulf of guinea,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0351 mm,0.0351 mm,0.0351 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,17:15:43,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17256-32224,ansp-fish-104753_M17256-32224.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17256,,,180.48 MB,Canthigaster bennetti (4) - images/ tomogram stack/ log data,,ansp-fish-104753,Canthigaster bennetti,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0294 mm,0.0294 mm,0.0294 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,16:27:32,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17256-32225,ansp-fish-104753_M17256-32225.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17256,,,122.64 MB,Canthigaster bennetti (K) - images/ tomogram stack/ log data,,ansp-fish-104753,Canthigaster bennetti,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0294 mm,0.0294 mm,0.0294 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,16:27:32,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17261-32234,ansp-fish-106740_M17261-32234.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17261,,,1.06 GB,Arothron nigropunctatus - images/ tomogram stack/ log data,,ansp-fish-106740,Arothron nigropunctatus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0351 mm,0.0351 mm,0.0351 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,17:21:33,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17252-32217,ansp-fish-113496_M17252-32217.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17252,,,905.65 MB,Arothron manilensis - images/ tomogram stack/ log data,,ansp-fish-113496,Arothron manilensis,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0351 mm,0.0351 mm,0.0351 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,15:19:36,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17255-32222,ansp-fish-16479_M17255-32222.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17255,,,166.11 MB,Arothron hispidus (Z) - images/ tomogram stack/ log data,,ansp-fish-16479,Arothron hispidus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0294 mm,0.0294 mm,0.0294 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,16:23:54,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17255-32223,ansp-fish-16479_M17255-32223.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17255,,,47.83 MB,Arothron hispidus (3) - images/ tomogram stack/ log data,,ansp-fish-16479,Arothron hispidus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0294 mm,0.0294 mm,0.0294 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,16:23:54,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17254-32219,ansp-fish-49168_M17254-32219.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17254,,,526.15 MB,Sphoeroides testudineus (E) - images/ tomogram stack/ log data,,ansp-fish-49168,Sphoeroides testudineus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0351 mm,0.0351 mm,0.0351 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,15:29:11,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17254-32221,ansp-fish-49168_M17254-32221.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17254,,,1.02 GB,Sphoeroides testudineus (2) - images/ tomogram stack/ log data,,ansp-fish-49168,Sphoeroides testudineus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0351 mm,0.0351 mm,0.0351 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,15:29:11,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17251-32216,ansp-fish-55198_M17251-32216.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17251,,,450.99 MB,Lagocephalus sceleratus - images/ tomogram stack/ log data,,ansp-fish-55198,Lagocephalus sceleratus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0355 mm,0.0355 mm,0.0355 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,15:01:59,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17253-32218,ansp-fish-63889_M17253-32218.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17253,,,973.28 MB,Chelonodon pleurospilus - images/ tomogram stack/ log data,,ansp-fish-63889,Chelonodon pleurospilus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0351 mm,0.0351 mm,0.0351 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,15:27:11,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17257-32226,ansp-fish-87578_M17257-32226.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17257,,,278.22 MB,Leiodon cutcutia - images/ tomogram stack/ log data,,ansp-fish-87578,Leiodon cutcutia,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0294 mm,0.0294 mm,0.0294 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,16:33:25,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17259-32231,ansp-fish-97356_M17259-32231.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17259,,,276.72 MB,Sphoeroides maculatus (W) - images/ tomogram stack/ log data,,ansp-fish-97356,Sphoeroides maculatus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0294 mm,0.0294 mm,0.0294 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/3/17,16:50:12,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17450-32887,ansp-fish-100471_M17450-32887.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17450,,,474.54 MB,Tydemania navigatoris - images/ tomogram stack/ log file,,ansp-fish-100471,Tydemania navigatoris,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.027 mm,0.027 mm,0.027 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:42:50,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17450-32888,ansp-fish-100471_M17450-32888.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17450,,,204.67 MB,Tydemania navigatoris - images/ tomogram stack/ log file,,ansp-fish-100471,Tydemania navigatoris,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.027 mm,0.027 mm,0.027 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:42:50,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17450-32889,ansp-fish-100471_M17450-32889.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17450,,,358.3 MB,Tydemania navigatoris - images/ tomogram stack/ log file,,ansp-fish-100471,Tydemania navigatoris,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.027 mm,0.027 mm,0.027 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:42:50,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17448-32928,ansp-fish-106652_M17448-32928.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17448,,,757.32 MB,Canthigaster amboinensis - images/ tomogram stack/ log data,,ansp-fish-106652,Canthigaster amboinensis,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:42:11,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17447-32929,ansp-fish-24204_M17447-32929.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17447,,,752.79 MB,Arothron immaculatus - images/ tomogram stack/ log data,,ansp-fish-24204,Arothron immaculatus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:40:07,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17443-32880,ansp-fish-27771_M17443-32880.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17443,,,1.5 GB,Pao leiurus - images/ tomogram stack/ log data,,ansp-fish-27771,Pao leiurus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.027 mm,0.027 mm,0.027 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:08:13,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17445-32882,ansp-fish-68584_M17445-32882.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17445,,,2 GB,Arothron meleagris - images/ tomogram stack/ log data,,ansp-fish-68584,Arothron meleagris,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.027 mm,0.027 mm,0.027 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/6/17,14:28:04,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17541-33071,ansp-fish-150967_M17541-33071.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17541,,,54.94 MB,Barbus cyclolepis - images/ tomogram stack/ log data,,ansp-fish-150967,Barbus cyclolepis,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.055 mm,0.055 mm,0.055 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,17:01:26,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17547-33077,ansp-fish-38010_M17547-33077.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17547,,,140.84 MB,Barbus mattozi - images/ tomogram stack/ log data,,ansp-fish-38010,Barbus mattozi,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.055 mm,0.055 mm,0.055 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,17:11:35,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17548-33078,ansp-fish-51290_M17548-33078.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17548,,,147.71 MB,Labeobarbus marequensis - images/ tomogram stack/ log data,,ansp-fish-51290,Labeobarbus marequensis,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.055 mm,0.055 mm,0.055 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,17:14:11,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17545-33075,ansp-fish-54923_M17545-33075.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17545,,,67.28 MB,Barbus natalensis - images/ tomogram stack/ log data,,ansp-fish-54923,Barbus natalensis,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.055 mm,0.055 mm,0.055 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,17:08:57,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17546-33076,ansp-fish-66704_M17546-33076.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17546,,,109.55 MB,Barbus oxyrhynchus - images/ tomogram stack/ log data,,ansp-fish-66704,Barbus oxyrhynchus,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.055 mm,0.055 mm,0.055 mm,60 kv,110 ¥Ë_a, W,,,No,No,No,0,,,9/7/17,17:10:20,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33152,ansp-fish-200251_M17588-33152.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,20.22 MB,Compsaraia samueli (J) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33153,ansp-fish-200251_M17588-33153.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,11.93 MB,Compsaraia samueli (V) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33154,ansp-fish-200251_M17588-33154.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,16.16 MB,Compsaraia samueli (X) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33155,ansp-fish-200251_M17588-33155.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,23.76 MB,Compsaraia samueli (H) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33156,ansp-fish-200251_M17588-33156.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,27.42 MB,Compsaraia samueli (E) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33157,ansp-fish-200251_M17588-33157.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,19.41 MB,Compsaraia samueli (K) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33158,ansp-fish-200251_M17588-33158.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,8.42 MB,Compsaraia samueli (S) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33159,ansp-fish-200251_M17588-33159.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,17.87 MB,Compsaraia samueli (O)- images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17588-33160,ansp-fish-200251_M17588-33160.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17588,,,8.76 MB,Compsaraia samueli (Q) - images/ tomogram stack,,ansp-fish-200251,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.022 mm,0.022 mm,0.022 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,4:03:34,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33139,ansp-fish-200544_M17586-33139.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,92.53 MB,Compsaraia samueli (&) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33140,ansp-fish-200544_M17586-33140.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,71.38 MB,Compsaraia samueli (F) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33141,ansp-fish-200544_M17586-33141.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,64.06 MB,Compsaraia samueli (T) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33142,ansp-fish-200544_M17586-33142.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,140.49 MB,Compsaraia samueli (}) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33143,ansp-fish-200544_M17586-33143.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,73.05 MB,Compsaraia samueli (U) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33144,ansp-fish-200544_M17586-33144.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,63.91 MB,Compsaraia samueli (K) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33145,ansp-fish-200544_M17586-33145.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,90.79 MB,Compsaraia samueli (D) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33146,ansp-fish-200544_M17586-33146.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,61.03 MB,Compsaraia samueli (L) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
M17586-33147,ansp-fish-200544_M17586-33147.zip,http://www.morphosource.org/Detail/MediaDetail/Show/media_id/17586,,,58.61 MB,Compsaraia samueli (Y) - images/ tomogram stack,,ansp-fish-200544,Compsaraia samueli,Academy of Natural Sciences of Drexel University,,,,,,,Karel F. Liem Bioimaging facility,Bruker Skyscan 1173,0.0259 mm,0.0259 mm,0.0259 mm,65 kv,123 ¥Ë_a, W,,,No,No,No,0,,,9/11/17,3:19:56,,Academy of Natural Sciences of Drexel University,CC-BY-NC,
